EmpID,LastName,FirstName,Address,City,State,Zip,Telephone,Hiredate,Dept,Location,WorkPhone,M-S,Budget,Grade,Step,Salary,LastChg,Vested,HealthPlan,SupervisorName,SuprPhone
20567,Petty,John,1905 Howard Rd.,Auburn,WA,98002,(253) 833-2056,8/14/2011,SALE,Bellevue,(425) 882-2056,HG-12,S-3006,9,1,"$3,279.63",1/1/2018,Yes,Group Health,Bob Stewart,(206) 882-1590
20594,Robinson,Jan,909 S. 3Rd,Renton,WA,98055,(425) 227-2059,9/10/2011,PROD,Seattle,(206) 221-2059,QR-35,R-2661,15,4,"$4,382.88",1/1/2018,Yes,Regence BlueShield,Marsha Mosley,(206) 221-1975
20614,Goodman,Sharon,255 East F St.,Redmond,WA,98053,(425) 226-2061,9/30/2011,PROD,Renton,(425) 393-2061,PB-14,R-1779,4,4,"$2,484.14",1/1/2018,Yes,Regence BlueShield,Molly Goldberg,(206) 393-1513
20619,Wayne,Beverly,4308 S 278 St.,Auburn,WA,98001,(253) 833-2061,10/5/2011,PROD,Renton,(425) 393-2061,PB-18,R-1779,10,4,"$3,519.81",1/1/2018,Yes,Regence BlueShield,Frank Sullivan,(206) 393-1000
20620,Dugan,Maryanne,351 Union Ave. Ne,Renton,WA,98056,(425) 226-2062,10/6/2011,MKTG,Bellevue,(425) 882-2062,RL-27,M-1211,12,3,"$3,842.52",1/1/2018,Yes,Group Health,Bob Shavers,(206) 882-1281
20733,Rooney,Dorothy,7030 S. 224Th,Kent,WA,98032,(253) 872-2073,1/27/2012,PROD,Seattle,(206) 221-2073,QR-31,R-5321,15,3,"$4,360.37",1/1/2018,Yes,Regence BlueShield,Bob Irwin,(206) 221-1549
20742,Randall,Maxine,825 S. 3Rd St.,Renton,WA,98055,(425) 227-2074,2/5/2012,ACCT,Renton,(425) 393-2074,BB-27,A-1834,8,3,"$3,152.07",1/1/2018,Yes,Regence BlueShield,Barbara Carrera,(206) 393-2000
20804,Townsend,Diane,8657 S. 190Th St.,Kent,WA,98031,(253) 872-2080,4/7/2012,PROD,Seattle,(206) 221-2080,QR-06,R-5321,19,6,"$5,118.35",1/1/2018,Yes,UW Medicine ,Joe Stone,(206) 221-2252
20824,Epperson,Terry,13844 Se 131 St.,Renton,WA,98056,(425) 226-2082,4/27/2012,PROD,Seattle,(206) 221-2082,QR-31,R-5321,18,6,"$4,945.74",1/1/2018,Yes,UW Medicine ,Bob Irwin,(206) 221-1549
20838,Kramer,Peggy,524 W. Meeker,Kent,WA,98032,(253) 872-2083,5/11/2012,PROD,Seattle,(206) 221-2083,QR-10,R-2661,20,5,"$5,268.45",1/1/2018,Yes,Group Health,Wes Adams,(206) 221-1958
20923,Bridges,Pat,621 37Th St. Nw,Auburn,WA,98001,(253) 833-2092,8/4/2012,PROD,Seattle,(206) 221-2092,QR-35,R-2661,12,2,"$3,820.01",1/1/2018,Yes,UW Medicine ,Marsha Mosley,(206) 221-1975
20930,Welles,Stephanie,2820 Auburn Way South,Auburn,WA,98002,(253) 833-2093,8/11/2012,MKTG,Bellevue,(425) 882-2093,RL-27,M-1211,8,1,"$3,107.03",1/1/2018,Yes,Group Health,Bob Shavers,(206) 882-1281
20959,Root,Ruth,2326 Auburn Way North,Auburn,WA,98002,(253) 833-2095,9/9/2012,PROD,Renton,(425) 393-2095,PB-14,R-1779,18,4,"$4,900.71",1/1/2018,Yes,Regence BlueShield,Molly Goldberg,(206) 393-1513
21010,Dickerson,Jackie,2141 West Valley Hwy. North,Auburn,WA,98001,(253) 833-2101,10/30/2012,MKTG,Bellevue,(425) 882-2101,RL-27,M-1211,6,3,"$2,806.85",1/1/2018,Yes,Group Health,Barry Slatta,(206) 882-2246
21021,Morgan,Judith,1240 West Main,Auburn,WA,98001,(253) 833-2102,11/10/2012,PROD,Seattle,(206) 221-2102,QR-31,R-5321,12,4,"$3,865.04",1/1/2018,Yes,Regence BlueShield,Bob Irwin,(206) 221-1549
21056,Houlihan,Karen,316 Sw 16Th,Renton,WA,98055,(425) 227-2105,12/15/2012,PROD,Seattle,(206) 221-2105,QR-10,R-2661,10,6,"$3,564.84",1/1/2018,Yes,UW Medicine ,Peggy Kramer,(206) 221-2083
21087,Karman,Alice,20045 84Th Ave. S.,Kent,WA,98032,(253) 872-2108,1/15/2013,SALE,Bellevue,(425) 882-2108,HG-12,S-3006,19,3,"$5,050.80",1/1/2018,Yes,Regence BlueShield,Bob Stewart,(206) 882-1590
21104,Jones,Robert,3420 C St Ne Ste. 302,Auburn,WA,98002,(253) 833-2110,2/1/2013,PROD,Renton,(425) 393-2110,PB-18,R-1779,5,3,"$2,634.23",1/1/2018,Yes,Regence BlueShield,Frank Sullivan,(206) 393-1000
21193,Morgan,Lawrence,801 Houser Way South,Renton,WA,98055,(425) 227-2119,5/7/2013,PROD,Seattle,(206) 221-2119,QR-19,R-5321,16,6,"$4,600.52",1/1/2018,No,UW Medicine ,Bill Harrison,(206) 221-2205
21196,Lewis,Shirley,10545 Carr Rd.,Renton,WA,98055,(425) 227-2119,5/4/2013,PROD,Seattle,(206) 221-2119,QR-19,R-5321,9,6,"$3,392.22",1/1/2018,No,UW Medicine ,Bill Harrison,(206) 221-2205
21197,Presley,Bryan,19300 108Th Se,Renton,WA,98055,(425) 227-2119,5/7/2013,SALE,Bellevue,(425) 882-2119,HG-12,S-3006,9,6,"$3,392.22",1/1/2018,No,UW Medicine ,Bob Stewart,(206) 882-1590
21199,Connors,Elizabeth,325 Burnett North,Renton,WA,98055,(425) 227-2119,5/7/2013,PROD,Seattle,(206) 221-2119,QR-31,R-5321,8,6,"$3,219.62",1/1/2018,No,UW Medicine ,Bob Irwin,(206) 221-1549
21219,Tooper,Virginia,4102 Ne 4Th,Renton,WA,98056,(425) 226-2121,5/27/2013,PROD,Seattle,(206) 221-2121,QR-27,R-2661,15,5,"$4,405.40",1/1/2018,No,Group Health,Lynn Jarret,(206) 221-1366
21245,Sweet,Jean,800 Rainier Ave. South,Renton,WA,98055,(425) 227-2124,6/22/2013,PROD,Renton,(425) 393-2124,PB-18,R-1779,3,1,"$2,243.97",1/1/2018,No,Regence BlueShield,Frank Sullivan,(206) 393-1000
21258,Bergman,Cecelia,100 Rainier Ave. South,Renton,WA,98055,(425) 227-2125,7/5/2013,ENGR,Renton,(425) 393-2125,XJ-67,E-1089,18,1,"$4,833.15",1/1/2018,No,Regence BlueShield,Dave Rogers,(206) 393-1973
21265,Nichols,Bill,315 S. 3Rd,Renton,WA,98055,(425) 227-2126,7/12/2013,PROD,Seattle,(206) 221-2126,QR-35,R-2661,8,2,"$3,129.56",1/1/2018,No,UW Medicine ,Marsha Mosley,(206) 221-1975
21289,Swanson,Carol,724 S. 3Rd,Renton,WA,98055,(425) 227-2128,8/5/2013,PROD,Seattle,(206) 221-2128,QR-06,R-5321,14,1,"$4,142.70",1/1/2018,No,Group Health,Joe Stone,(206) 221-2252
21308,Wood,Andrew,1734 S. Central Ave.,Kent,WA,98032,(253) 872-2130,8/24/2013,PROD,Seattle,(206) 221-2130,QR-07,R-2661,11,1,"$3,624.87",1/1/2018,No,Group Health,Eleanor Lancaster,(206) 221-1124
21309,Douglas,James,4901 D St. Ne,Auburn,WA,98002,(253) 833-2130,8/25/2013,PROD,Seattle,(206) 221-2130,QR-27,R-2661,12,1,"$3,797.48",1/1/2018,No,Group Health,Lynn Jarret,(206) 221-1366
21328,Lord,Robert,620 Naches Ave. Sw,Renton,WA,98055,(425) 227-2132,9/13/2013,PROD,Seattle,(206) 221-2132,QR-31,R-5321,4,4,"$2,484.14",1/1/2018,No,Regence BlueShield,Bob Irwin,(206) 221-1549
21478,Williams,Bob,3130 D St. Se,Auburn,WA,98002,(253) 833-2147,2/10/2014,PROD,Renton,(425) 393-2147,PB-14,R-1779,15,5,"$4,405.40",1/1/2018,No,Regence BlueShield,Molly Goldberg,(206) 393-1513
21533,Alberts,George,1819 Westlake Ave. N.,Seattle,WA,98109,(206) 452-2153,4/6/2014,PROD,Seattle,(206) 221-2153,QR-35,R-2661,4,2,"$2,439.11",1/1/2018,No,Group Health,Marsha Mosley,(206) 221-1975
21534,Walters,Karen,2112 A St. Se,Auburn,WA,98002,(253) 833-2153,4/7/2014,PROD,Renton,(425) 393-2153,PB-21,R-1779,15,6,"$4,427.91",1/1/2018,No,UW Medicine ,Frank Borman,(206) 393-1265
21592,McGinnis,Gerald,600 Sw 10Th,Renton,WA,98055,(425) 227-2159,6/4/2014,ACCT,Renton,(425) 393-2159,BB-27,A-1834,14,5,"$4,232.78",1/1/2018,No,Group Health,Barbara Carrera,(206) 393-2000
21593,Gray,Lee,2809 Academy Dr.,Auburn,WA,98002,(253) 833-2159,6/5/2014,PROD,Seattle,(206) 221-2159,QR-35,R-2661,5,1,"$2,589.18",1/1/2018,No,Regence BlueShield,Marsha Mosley,(206) 221-1975
21594,Lopez,Eileen,4430 Talbot Rd. South,Renton,WA,98055,(425) 227-2159,6/6/2014,PROD,Seattle,(206) 221-2159,QR-31,R-5321,5,1,"$2,589.18",1/1/2018,No,Regence BlueShield,Bob Irwin,(206) 221-1549
21598,McKinley,John,1930 A St. Se,Auburn,WA,98002,(253) 833-2159,6/10/2014,PROD,Seattle,(206) 221-2159,QR-27,R-2661,5,1,"$2,589.18",1/1/2018,No,Regence BlueShield,Lynn Jarret,(206) 221-1366
21614,Cook,Gene,204 Sw 43Rd,Renton,WA,98055,(425) 227-2161,6/26/2014,PROD,Seattle,(206) 221-2161,QR-12,R-2661,9,1,"$3,279.63",1/1/2018,No,Regence BlueShield,Harry Hillis,(206) 221-2179
21615,Evans,Bill,450 Shttuck Ave S Ste 200,Renton,WA,98055,(425) 227-2161,6/27/2014,PROD,Seattle,(206) 221-2161,QR-10,R-2661,8,1,"$3,107.03",1/1/2018,No,Regence BlueShield,Peggy Kramer,(206) 221-2083
21657,Griffith,Carol,1400 Monster Rd. Sw,Renton,WA,98055,(425) 227-2165,8/8/2014,SALE,Bellevue,(425) 882-2165,HG-12,S-3006,18,1,"$4,833.15",1/1/2018,No,Group Health,Bob Stewart,(206) 882-1590
21658,Pacino,Theodore,715 Lind Sw,Renton,WA,98055,(425) 227-2165,8/8/2014,PROD,Renton,(425) 393-2165,PB-18,R-1779,9,1,"$3,279.63",1/1/2018,No,Group Health,Frank Sullivan,(206) 393-1000
21679,Schwartz,Bill,906 Industry Dr.,Tukwila,WA,98188,(206) 575-2167,8/30/2014,PROD,Seattle,(206) 221-2167,QR-07,R-2661,14,1,"$4,142.70",1/1/2018,No,Group Health,Eleanor Lancaster,(206) 221-1124
21752,Hickok,Joe,16610 Se 128Th St. Ste B,Renton,WA,98056,(425) 226-2175,11/11/2014,ACCT,Renton,(425) 393-2175,BB-27,A-1834,3,4,"$2,311.53",1/1/2018,No,Regence BlueShield,Barbara Carrera,(206) 393-2000
21776,Cassidy,Jeff,211 Morris Ave. South,Renton,WA,98055,(425) 227-2177,12/5/2014,PROD,Seattle,(206) 221-2177,QR-19,R-5321,12,4,"$3,865.04",1/1/2018,No,Regence BlueShield,Bill Harrison,(206) 221-2205
21777,Martiniak,Ray,1501 15Th Nw Ste. 106,Auburn,WA,98001,(253) 833-2177,12/6/2014,SALE,Bellevue,(425) 882-2177,HG-12,S-3006,7,6,"$3,047.00",1/1/2018,No,UW Medicine ,Bob Stewart,(206) 882-1590
21796,Tillis,Harry,1347 Aubum Way North,Auburn,WA,98002,(253) 833-2179,12/25/2014,PROD,Seattle,(206) 221-2179,QR-12,R-2661,20,6,"$5,290.97",1/1/2018,No,UW Medicine ,Wes Adams,(206) 221-1958
21813,Parker,Phyllis,500 Sw 16Th,Renton,WA,98055,(425) 227-2181,1/11/2015,PROD,Seattle,(206) 221-2181,QR-10,R-2661,19,3,"$5,050.80",1/1/2018,No,Regence BlueShield,Peggy Kramer,(206) 221-2083
21902,Graham,Margaret,18 Aubum Way North,Auburn,WA,98002,(253) 833-2190,4/10/2015,ACCT,Seattle,(206) 221-2190,BX-45,A-1834,18,6,"$4,945.74",1/1/2018,No,UW Medicine ,Val Johnson,(206) 221-1958
21911,Carter,Liz,R St And Oravitz Rd,Auburn,WA,98002,(253) 833-2191,4/19/2015,PROD,Seattle,(206) 221-2191,QR-27,R-2661,7,6,"$3,047.00",1/1/2018,No,UW Medicine ,Lynn Jarret,(206) 221-1366
21919,Davenport,Donna,903 S. 4Th St.,Renton,WA,98055,(425) 227-2191,4/27/2015,PROD,Seattle,(206) 221-2191,QR-31,R-5321,13,6,"$4,082.67",1/1/2018,No,UW Medicine ,Bob Irwin,(206) 221-1549
21930,Watson,Ginni,315 Main Ave. South,Renton,WA,98055,(425) 227-2193,5/8/2015,MKTG,Bellevue,(425) 882-2193,RL-27,M-1211,15,5,"$4,405.40",1/1/2018,No,Group Health,Bob Shavers,(206) 882-1281
21931,Brenner,Joan,606 W. Gowe,Kent,WA,98032,(253) 872-2193,5/8/2015,PROD,Seattle,(206) 221-2193,QR-35,R-2661,18,5,"$4,923.23",1/1/2018,No,Group Health,Marsha Mosley,(206) 221-1975
21932,Lautenbach,Duane,900 Lind Ave Sw,Renton,WA,98055,(425) 227-2193,5/10/2015,ACCT,Seattle,(206) 221-2193,BX-45,A-1834,5,5,"$2,679.26",1/1/2018,No,Group Health,Val Johnson,(206) 221-1958
21933,Woodward,Claire,30 W Main,Auburn,WA,98001,(253) 833-2193,5/11/2015,ENGR,Renton,(425) 393-2193,XJ-67,E-1089,5,5,"$2,679.26",1/1/2018,No,Group Health,Dave Rogers,(206) 393-1973
21934,Flynn,Chris,200 Sw 34Th St.,Renton,WA,98056,(425) 226-2193,5/11/2015,ENGR,Renton,(425) 393-2193,XJ-67,E-1089,13,5,"$4,060.16",1/1/2018,No,Group Health,Dave Rogers,(206) 393-1973
21935,Hayes,William,542 Park Ave North,Renton,WA,98055,(425) 227-2193,5/11/2015,PROD,Seattle,(206) 221-2193,QR-35,R-2661,1,5,"$1,988.82",1/1/2018,No,Group Health,Marsha Mosley,(206) 221-1975
21938,Connors,Bud,17910 Talbot Rd. South,Renton,WA,98055,(425) 227-2193,5/8/2015,PROD,Seattle,(206) 221-2193,QR-07,R-2661,9,5,"$3,369.71",1/1/2018,No,Group Health,Eleanor Lancaster,(206) 221-1124
21942,Sample,Roger,14616 192Nd St. Se,Renton,WA,98058,(425) 226-2194,5/20/2015,ACCT,Renton,(425) 393-2194,BB-27,A-1834,1,5,"$1,988.82",1/1/2018,No,Group Health,Barbara Carrera,(206) 393-2000
21956,Lee,Timothy,3402 C St. Ne Bay #205,Auburn,WA,98002,(253) 833-2195,6/3/2015,PROD,Seattle,(206) 221-2195,QR-19,R-5321,15,5,"$4,405.40",1/1/2018,No,Group Health,Bill Harrison,(206) 221-2205
21960,Butler,John,17110 Se 116Th,Renton,WA,98058,(425) 226-2196,6/7/2015,MKTG,Bellevue,(425) 882-2196,RL-27,M-1211,11,1,"$3,624.87",1/1/2018,No,Regence BlueShield,Jon Reynolds,(425) 882-1304
21961,Taylor,Vince,909 Thomas Ave. Sw,Renton,WA,98055,(425) 227-2196,6/7/2015,PROD,Seattle,(206) 221-2196,QR-06,R-5321,8,1,"$3,107.03",1/1/2018,No,Regence BlueShield,Joe Stone,(206) 221-2252
21962,Selleck,Shirley,19027 72Nd Ave. S.,Kent,WA,98032,(253) 872-2196,6/9/2015,ACCT,Renton,(425) 393-2196,BB-27,A-1834,18,1,"$4,833.15",1/1/2018,No,Regence BlueShield,Barbara Carrera,(206) 393-2000
22021,Marsh,Marilyn,926 Aubum Way North,Auburn,WA,98002,(253) 833-2202,8/7/2015,PROD,Seattle,(206) 221-2202,QR-19,R-5321,5,1,"$2,589.18",1/1/2018,No,Group Health,Bill Harrison,(206) 221-2205
22031,Weinberg,David,4517 Aubum Way,Auburn,WA,98002,(253) 833-2203,8/17/2015,ENGR,Renton,(425) 393-2203,XJ-67,E-1089,2,1,"$2,071.35",1/1/2018,No,Group Health,Dave Morgan,(206) 393-2002
22037,Johnson,Peter,3102 B St. Nw,Auburn,WA,98001,(253) 833-2203,8/23/2015,SALE,Bellevue,(425) 882-2203,HG-12,S-3006,5,1,"$2,589.18",1/1/2018,No,Group Health,Bob Stewart,(206) 882-1590
22053,Peters,Deborah,18644 72Nd Ave. S.,Kent,WA,98032,(253) 872-2205,9/8/2015,ENGR,Renton,(425) 393-2205,XJ-67,E-1089,18,4,"$4,900.71",1/1/2018,No,Regence BlueShield,Dave Rogers,(206) 393-1973
22056,Harrison,Bill,10700 Se 174Th Ste. 202,Renton,WA,98055,(425) 227-2205,9/11/2015,PROD,Seattle,(206) 221-2205,QR-19,R-5321,20,4,"$5,245.94",1/1/2018,No,Regence BlueShield,Wes Adams,(206) 221-1958
22062,Hoover,Toni,3240 B St. Nw,Auburn,WA,98001,(253) 833-2206,9/17/2015,ACCT,Seattle,(206) 221-2206,BX-45,A-1834,6,4,"$2,829.36",1/1/2018,No,Regence BlueShield,Val Johnson,(206) 221-1958
22099,Bronson,Douglas,453 Renton Center Way Sw,Renton,WA,98055,(425) 227-2209,10/24/2015,PROD,Seattle,(206) 221-2209,QR-07,R-2661,11,3,"$3,669.92",1/1/2018,No,Group Health,Eleanor Lancaster,(206) 221-1124
22113,Andrews,Mike,23605 - 156Th S.E.,Kent,WA,98042,(253) 872-2211,11/7/2015,PROD,Seattle,(206) 221-2211,QR-12,R-2661,15,4,"$4,382.88",1/1/2018,No,Regence BlueShield,Harry Hillis,(206) 221-2179
22134,Otto,Emily,3000 Lind Ave. Sw,Renton,WA,98055,(425) 227-2213,11/28/2015,PROD,Renton,(425) 393-2213,PB-21,R-1779,14,4,"$4,210.26",1/1/2018,No,Regence BlueShield,Frank Borman,(206) 393-1265
22166,Lincoln,Beatrice,330 Sunset Blvd. North,Renton,WA,98055,(425) 227-2216,12/30/2015,PROD,Seattle,(206) 221-2216,QR-10,R-2661,4,6,"$2,529.17",1/1/2018,No,UW Medicine ,Peggy Kramer,(206) 221-2083
22177,Frasier,Gordon,14001 57Th Ave. S.,Seattle,WA,98168,(206) 452-2217,1/10/2016,SALE,Bellevue,(425) 882-2217,HG-12,S-3006,4,3,"$2,461.62",1/1/2018,No,Regence BlueShield,Bob Stewart,(206) 882-1590
22184,Jackson,Kim,2904 A St. Se,Auburn,WA,98002,(253) 833-2218,1/17/2016,PROD,Renton,(425) 393-2218,PB-18,R-1779,3,3,"$2,289.02",1/1/2018,No,Regence BlueShield,Frank Sullivan,(206) 393-1000
22230,Bond,Ward,1405 Aubum Way South,Auburn,WA,98002,(253) 833-2223,3/3/2016,MKTG,Bellevue,(425) 882-2223,RL-27,M-1211,10,5,"$3,542.33",1/1/2018,No,Regence BlueShield,Bob Shavers,(206) 882-1281
22237,Broderick,Rosalind,364 Renton Center Way Sw,Renton,WA,98055,(425) 227-2223,3/10/2016,SALE,Bellevue,(425) 882-2223,HG-12,S-3006,19,2,"$5,028.29",1/1/2018,No,Group Health,Bob Stewart,(206) 882-1590
22263,Ayres,William,330 Main Ave. South,Renton,WA,98055,(425) 227-2226,4/5/2016,PROD,Seattle,(206) 221-2226,QR-10,R-2661,1,2,"$1,921.28",1/1/2018,No,Group Health,Peggy Kramer,(206) 221-2083
22281,Haas,Arthur,301 W Main,Auburn,WA,98001,(253) 833-2228,4/23/2016,PROD,Seattle,(206) 221-2228,QR-07,R-2661,15,6,"$4,427.91",1/1/2018,No,UW Medicine ,Eleanor Lancaster,(206) 221-1124
22329,Rocks,Joanne,501 10Th Ave. North,Auburn,WA,98001,(253) 833-2232,6/10/2016,PROD,Seattle,(206) 221-2232,QR-10,R-2661,18,1,"$4,833.15",1/1/2018,No,Regence BlueShield,Peggy Kramer,(206) 221-2083
22333,Wilder,Robert,16201 W. Valley Hwy.,Tukwila,WA,98188,(206) 575-2233,6/14/2016,PROD,Seattle,(206) 221-2233,QR-12,R-2661,11,1,"$3,624.87",1/1/2018,No,Regence BlueShield,Harry Hillis,(206) 221-2179
22353,Gable,Richard,Main St.,Auburn,WA,98002,(253) 833-2235,7/4/2016,PROD,Seattle,(206) 221-2235,QR-07,R-2661,15,1,"$4,315.32",1/1/2018,No,Regence BlueShield,Eleanor Lancaster,(206) 221-1124
22358,Cathcart,Jerry,1900 S Puget Dr. #110,Renton,WA,98055,(425) 227-2235,7/9/2016,PROD,Seattle,(206) 221-2235,QR-35,R-2661,19,2,"$5,028.29",1/1/2018,No,UW Medicine ,Marsha Mosley,(206) 221-1975
22383,Grove,Robert,8206 South 192Nd St.,Kent,WA,98032,(253) 872-2238,8/4/2016,PROD,Seattle,(206) 221-2238,QR-12,R-2661,5,2,"$2,611.71",1/1/2018,No,UW Medicine ,Harry Hillis,(206) 221-2179
22384,Sorrano,Henry,16526 161St Ave Se,Renton,WA,98058,(425) 226-2238,8/4/2016,PROD,Seattle,(206) 221-2238,QR-31,R-5321,19,2,"$5,028.29",1/1/2018,No,UW Medicine ,Bob Irwin,(206) 221-1549
22416,Buckle,Susan,879 Rainier Ave. North #A102,Renton,WA,98055,(425) 227-2241,9/5/2016,PROD,Seattle,(206) 221-2241,QR-07,R-2661,24,4,"$5,936.39",1/1/2018,No,Regence BlueShield,None,
22460,Slatta,Barry,3136 B St. Nw,Auburn,WA,98001,(253) 833-2246,10/19/2016,MKTG,Bellevue,(425) 882-2246,RL-27,M-1211,19,3,"$5,050.80",1/1/2018,No,Group Health,Diane Arthur,(206) 882-1237
22493,Bechtel,Lois,20 2Nd Ne,Auburn,WA,98002,(253) 833-2249,11/21/2016,PROD,Seattle,(206) 221-2249,QR-07,R-2661,2,4,"$2,138.91",1/1/2018,No,Regence BlueShield,Eleanor Lancaster,(206) 221-1124
22513,Jennings,Michael,707 Rainier Ave. South,Renton,WA,98055,(425) 227-2251,12/11/2016,PROD,Renton,(425) 393-2251,PB-18,R-1779,5,6,"$2,701.77",1/1/2018,No,UW Medicine ,Frank Sullivan,(206) 393-1000
22529,Stone,Joseph,4044 Aubum Way N Ste. 11,Auburn,WA,98002,(253) 833-2252,12/27/2016,PROD,Seattle,(206) 221-2252,QR-06,R-5321,20,6,"$5,290.97",1/1/2018,No,UW Medicine ,Wes Adams,(206) 221-1958
22531,Crosby,Donald,705 Rainier Ave. South,Renton,WA,98055,(425) 227-2253,12/29/2016,PROD,Seattle,(206) 221-2253,QR-10,R-2661,8,6,"$3,219.62",1/1/2018,No,UW Medicine ,Peggy Kramer,(206) 221-2083
22541,Mills,William,307 N. Lincoln,Kent,WA,98032,(253) 872-2254,1/8/2017,PROD,Seattle,(206) 221-2254,QR-12,R-2661,15,3,"$4,360.37",1/1/2018,No,Regence BlueShield,Harry Hillis,(206) 221-2179
22554,Jones,Jonathan,7687 S. 180Th,Kent,WA,98032,(253) 872-2255,1/21/2017,PROD,Seattle,(206) 221-2255,QR-12,R-2661,17,3,"$4,705.59",1/1/2018,No,Regence BlueShield,Harry Hillis,(206) 221-2179
22574,Greene,Lee,314 Williams S.,Renton,WA,98055,(425) 227-2257,2/10/2017,PROD,Seattle,(206) 221-2257,QR-19,R-5321,11,5,"$3,714.95",1/1/2018,No,Regence BlueShield,Bill Harrison,(206) 221-2205
22755,Brinkley,Stanley,24050 Pacific Hwy S.,Kent,WA,98032,(253) 872-2275,8/10/2017,PROD,Seattle,(206) 221-2275,QR-19,R-5321,15,1,"$4,315.32",1/1/2018,No,Group Health,Bill Harrison,(206) 221-2205
22792,Strassberger,Tom,131 30Th St. Ne Ste. 25,Auburn,WA,98002,(253) 833-2279,9/16/2017,ACCT,Seattle,(206) 221-2279,BX-45,A-1834,15,4,"$4,382.88",1/1/2018,No,Regence BlueShield,Val Johnson,(206) 221-1958
22857,Weldon,Karen,"300 S.W. 7Th, Rm. 145",Renton,WA,98055,(425) 227-2285,11/20/2017,SALE,Bellevue,(425) 882-2285,HG-12,S-3006,11,4,"$3,692.43",1/1/2018,No,Regence BlueShield,Bob Stewart,(206) 882-1590
22895,Lindquist,Dale,4616 S. 200Th,Kent,WA,98032,(253) 872-2289,12/28/2017,ENGR,Renton,(425) 393-2289,XJ-67,E-1089,15,6,"$4,427.91",1/1/2018,No,UW Medicine ,Dave Rogers,(206) 393-1973
22905,Christiansen,Paul,2704 I St. Ne,Auburn,WA,98002,(253) 833-2290,1/7/2018,PROD,Seattle,(206) 221-2290,QR-07,R-2661,5,3,"$2,634.23",1/1/2018,No,Regence BlueShield,Eleanor Lancaster,(206) 221-1124
22924,Farnsworth,Gerald,4011 Talbot Rd. South Ste. 210,Renton,WA,98055,(425) 227-2292,1/26/2018,PROD,Renton,(425) 393-2292,PB-21,R-1779,4,3,"$2,461.62",1/1/2018,No,Regence BlueShield,Frank Borman,(206) 393-1265
22936,Stovall,Jay,1437 West Valley Hwy.,Auburn,WA,98001,(253) 833-2293,2/7/2018,PROD,Seattle,(206) 221-2293,QR-31,R-5321,3,5,"$2,334.05",1/1/2018,No,Regence BlueShield,Bob Irwin,(206) 221-1549
22940,Somerson,Judy,11888 172Nd Pl. Se,Renton,WA,98056,(425) 226-2294,2/11/2018,MKTG,Bellevue,(425) 882-2294,RL-27,M-1211,11,5,"$3,714.95",1/1/2018,No,Regence BlueShield,Barry Slatta,(206) 882-2246
22945,Reed,Dennis,3104 Aubum Way North,Auburn,WA,98002,(253) 833-2294,2/11/2018,ENGR,Renton,(425) 393-2294,XJ-67,E-1089,9,5,"$3,369.71",1/1/2018,No,Regence BlueShield,Dave Morgan,(206) 393-2002
23262,Zoom,Zelda,17722 Springbrook Rd.,Renton,WA,98055,(425) 227-2326,2/19/2018,ACCT,Renton,(425) 393-2326,BB-27,A-1834,16,6,"$4,600.52",1/1/2018,No,UW Medicine ,Barbara Carrera,(206) 393-2000
